Year, Week, [18.4491119384766 -66.0930480957031], [18.4991111755371 -66.0930480957031], [18.4491119384766 -66.1430511474609], [18.4991111755371 -66.1430511474609]
1994, 28, 1.846714e-01, 1.396000e-01, 1.805857e-01, 2.240500e-01
1994, 29, 1.943429e-01, 4.240000e-02, 1.907429e-01, 1.201667e-01
1994, 30, 1.967286e-01, 1.830000e-01, 1.939000e-01, 2.658000e-01
1994, 31, 1.752143e-01, NaN, 1.122143e-01, 1.311000e-01
1994, 32, 5.686667e-02, 4.465000e-02, 2.865000e-02, -4.020000e-02
1994, 33, 1.766167e-01, 6.666667e-02, 2.213500e-01, -1.570000e-02
1994, 34, 1.920571e-01, 1.564000e-01, 1.767286e-01, 1.308250e-01
1994, 35, 2.137857e-01, 2.185000e-02, 2.040857e-01, 1.452500e-01
1994, 36, 2.916857e-01, 4.585000e-02, 2.479714e-01, 7.622500e-02
1994, 37, 9.550000e-02, NaN, 1.929250e-01, NaN
1994, 38, NaN, NaN, NaN, NaN
1994, 39, NaN, NaN, NaN, NaN
1994, 40, NaN, NaN, NaN, NaN
1994, 41, NaN, NaN, NaN, NaN
1994, 42, NaN, NaN, NaN, NaN
1994, 43, NaN, NaN, NaN, NaN
1994, 44, NaN, NaN, NaN, NaN
1994, 45, NaN, NaN, NaN, NaN
1994, 46, NaN, NaN, NaN, NaN
1994, 47, NaN, NaN, NaN, NaN
1994, 48, NaN, NaN, NaN, NaN
1994, 49, NaN, NaN, NaN, NaN
1994, 50, NaN, NaN, NaN, NaN
1994, 51, NaN, NaN, NaN, NaN
1994, 52, NaN, NaN, NaN, NaN
1995, 1, 2.886167e-01, 2.230750e-01, 2.587429e-01, 2.193333e-01
1995, 2, 1.755714e-01, NaN, 1.716143e-01, 1.416333e-01
1995, 3, 2.122571e-01, -1.193000e-01, 2.293714e-01, -3.590000e-02
1995, 4, 1.772286e-01, 5.175000e-02, 1.340714e-01, 1.268000e-01
1995, 5, 2.172600e-01, NaN, 2.099429e-01, 1.449000e-01
1995, 6, 1.748857e-01, 3.233333e-02, 1.713857e-01, 5.932500e-02
1995, 7, 1.753143e-01, 6.140000e-02, 2.123286e-01, NaN
1995, 8, 1.020143e-01, 9.350000e-02, 1.254143e-01, 6.486667e-02
1995, 9, 1.229200e-01, 7.355000e-02, 1.099600e-01, 6.865000e-02
1995, 10, 1.823429e-01, 1.453500e-01, 1.864857e-01, 7.957500e-02
1995, 11, 1.452000e-01, 7.390000e-02, 1.547429e-01, 1.150667e-01
1995, 12, 2.074333e-01, 3.100000e-02, 2.497143e-01, 2.316500e-01
1995, 13, 2.451500e-01, 1.986200e-01, 3.054571e-01, 2.595750e-01
1995, 14, 2.327857e-01, NaN, 2.684143e-01, 2.494000e-01
1995, 15, 1.719143e-01, NaN, 1.489429e-01, 3.495000e-02
1995, 16, 2.601571e-01, 1.017000e-01, 2.366143e-01, 1.127000e-01
1995, 17, 2.205429e-01, 1.281000e-01, 1.873000e-01, 1.500250e-01
1995, 18, 2.145429e-01, NaN, 1.579714e-01, 1.521000e-01
1995, 19, 1.990714e-01, 1.434500e-01, 1.708857e-01, 1.115000e-01
1995, 20, 1.664333e-01, 3.630000e-02, 1.605714e-01, 9.652500e-02
1995, 21, 2.318286e-01, 3.220000e-02, 2.402714e-01, 1.621333e-01
1995, 22, 1.024714e-01, NaN, 1.095714e-01, 2.412000e-01
1995, 23, 2.666143e-01, 1.549500e-01, 2.119000e-01, 2.780000e-02
1995, 24, 1.817143e-01, 8.955000e-02, 1.559857e-01, 7.970000e-02
1995, 25, 2.199714e-01, 2.213500e-01, 1.920429e-01, 2.174000e-01
1995, 26, 2.412286e-01, 2.319333e-01, 2.656857e-01, 2.115000e-01
1995, 27, 2.370571e-01, 3.093000e-01, 2.420429e-01, 2.909000e-01
1995, 28, 2.424500e-01, NaN, 2.196714e-01, 1.726500e-01
1995, 29, 1.555714e-01, 1.175000e-01, 1.664857e-01, 1.077500e-01
1995, 30, 9.420000e-02, NaN, 1.322286e-01, 1.898000e-01
1995, 31, 1.584857e-01, 6.320000e-02, 2.030286e-01, 9.466667e-02
1995, 32, 1.991833e-01, 4.700000e-02, 1.653571e-01, 4.700000e-02
1995, 33, 1.771571e-01, 8.396667e-02, 1.886714e-01, 9.170000e-02
1995, 34, 1.374000e-01, 1.131000e-01, 1.324714e-01, 8.620000e-02
1995, 35, 1.723600e-01, 3.260000e-02, 1.968143e-01, 7.256667e-02
1995, 36, 1.851500e-01, 1.071000e-01, 1.699571e-01, 1.836000e-01
1995, 37, 1.436857e-01, 5.680000e-02, 1.392000e-01, 5.460000e-02
1995, 38, 1.810167e-01, 1.186333e-01, 2.176167e-01, 8.460000e-02
1995, 39, 9.200000e-02, 1.068000e-01, 9.934286e-02, 8.366667e-02
1995, 40, 1.463429e-01, 2.808000e-01, 1.295571e-01, 2.151000e-01
1995, 41, 1.316000e-01, 4.082500e-02, 1.375429e-01, 9.660000e-02
1995, 42, 9.144286e-02, 3.362500e-02, 1.194429e-01, 9.466000e-02
1995, 43, 1.581857e-01, NaN, 1.374429e-01, 1.326000e-01
1995, 44, 2.700714e-01, 2.346000e-01, 2.854286e-01, 7.825000e-02
1995, 45, 2.089143e-01, 1.740000e-02, 2.354857e-01, 2.905000e-02
1995, 46, 1.962500e-01, 4.060000e-02, 1.903429e-01, 7.475000e-02
1995, 47, 2.400143e-01, 3.340000e-02, 2.549000e-01, 1.148667e-01
1995, 48, 2.411714e-01, NaN, 1.688714e-01, 7.637500e-02
1995, 49, 2.653000e-01, 1.154000e-01, 2.371143e-01, 1.350000e-01
1995, 50, 1.795000e-01, -1.390000e-02, 1.348000e-01, 1.473333e-02
1995, 51, 1.808571e-01, NaN, 1.116571e-01, 3.596667e-02
1995, 52, 2.152556e-01, 2.438000e-01, 1.947778e-01, 4.500000e-02
1996, 1, 9.192857e-02, 1.400000e-02, 1.204429e-01, 1.086667e-02
1996, 2, 1.842429e-01, 1.514333e-01, 1.828000e-01, 1.262333e-01
1996, 3, 1.466571e-01, 1.490000e-02, 1.969857e-01, 7.636667e-02
1996, 4, 2.194571e-01, 9.580000e-02, 2.229000e-01, 1.381000e-01
1996, 5, 2.058429e-01, 6.270000e-02, 2.097286e-01, 1.475333e-01
1996, 6, 1.646000e-01, 2.765000e-02, 1.686857e-01, 4.075000e-02
1996, 7, 2.188143e-01, 6.895000e-02, 2.143000e-01, 1.368500e-01
1996, 8, 1.627857e-01, NaN, 1.252143e-01, 5.830000e-02
1996, 9, 2.699333e-01, 7.600000e-02, 2.227714e-01, 1.089750e-01
1996, 10, 1.926667e-01, NaN, 1.776429e-01, 1.100500e-01
1996, 11, 1.764286e-01, 3.786667e-02, 1.658571e-01, 3.680000e-02
1996, 12, 1.855286e-01, 7.713333e-02, 2.112714e-01, 1.118000e-01
1996, 13, 1.378857e-01, NaN, 1.538429e-01, -4.570000e-02
1996, 14, 8.510000e-02, 4.480000e-02, 1.079429e-01, 2.422500e-02
1996, 15, 1.627286e-01, 4.970000e-02, 1.776429e-01, 1.488000e-01
1996, 16, 2.162143e-01, 8.893333e-02, 2.278286e-01, 1.223500e-01
1996, 17, 1.786857e-01, NaN, 1.805143e-01, 1.078000e-01
1996, 18, 2.231000e-01, 3.144667e-01, 2.046286e-01, 1.974000e-01
1996, 19, 9.640000e-02, -4.640000e-02, 9.445714e-02, -3.840000e-02
1996, 20, 1.463000e-01, NaN, 1.586429e-01, 7.175000e-02
1996, 21, 2.153167e-01, 3.390000e-02, 2.181500e-01, 5.570000e-02
1996, 22, 1.409857e-01, 9.985000e-02, 1.087857e-01, 1.066000e-01
1996, 23, 1.793143e-01, 5.290000e-02, 1.579000e-01, 8.007500e-02
1996, 24, 1.237500e-01, 9.860000e-02, 1.354500e-01, 8.930000e-02
1996, 25, 1.461000e-01, 7.125000e-02, 1.561714e-01, 6.460000e-02
1996, 26, 1.861857e-01, 1.655500e-01, 1.705857e-01, 1.205000e-01
1996, 27, 2.217833e-01, NaN, 1.834333e-01, 7.375000e-02
1996, 28, 1.641167e-01, 5.763333e-02, 1.680333e-01, 7.825000e-02
1996, 29, 1.674286e-01, 1.121000e-01, 1.645429e-01, 9.542500e-02
1996, 30, 1.471500e-01, 3.800000e-03, 1.767833e-01, -1.060000e-02
1996, 31, 1.986143e-01, 9.683333e-02, 2.044429e-01, 1.150000e-01
1996, 32, 1.329714e-01, NaN, 1.440857e-01, 5.435000e-02
1996, 33, 1.425200e-01, 7.950000e-02, 2.317000e-01, 2.910000e-02
1996, 34, 3.094667e-01, NaN, 2.312000e-01, 9.555000e-02
1996, 35, 2.981857e-01, 1.203333e-02, 3.126000e-01, 7.396667e-02
1996, 36, 1.729000e-01, 3.640000e-02, 1.757857e-01, 3.065000e-02
1996, 37, 1.678667e-01, 1.043000e-01, 1.728000e-01, 1.068000e-01
1996, 38, 1.504286e-01, NaN, 1.078167e-01, 2.845000e-02
1996, 39, 1.859000e-01, 4.044000e-02, 1.818857e-01, 4.450000e-03
1996, 40, 1.651286e-01, -3.850000e-02, 1.952143e-01, 6.813333e-02
1996, 41, 2.071833e-01, -6.600000e-03, 2.196167e-01, -3.550000e-02
1996, 42, 2.202286e-01, NaN, 2.358000e-01, 6.090000e-02
1996, 43, 1.490143e-01, -9.690000e-02, 1.663143e-01, -9.020000e-02
1996, 44, 1.809429e-01, 5.250000e-03, 1.463571e-01, 1.580000e-02
1996, 45, 1.236143e-01, -5.675000e-02, 1.353000e-01, -8.650000e-03
1996, 46, 7.505714e-02, -3.006667e-02, 9.800000e-02, 8.810000e-02
1996, 47, 6.076667e-02, NaN, 5.780000e-02, 3.952500e-02
1996, 48, 1.649714e-01, NaN, 1.447714e-01, 1.038667e-01
1996, 49, 2.602714e-01, -1.171000e-01, 2.308429e-01, -1.016667e-02
1996, 50, 1.559143e-01, NaN, 1.760000e-01, 4.950000e-02
1996, 51, 1.702286e-01, NaN, 1.818571e-01, 1.639000e-01
1996, 52, 1.569750e-01, 2.140000e-02, 1.470375e-01, 2.140000e-02
1997, 1, 2.077429e-01, 1.526333e-01, 1.732857e-01, 1.094000e-01
1997, 2, 2.683714e-01, NaN, 1.435857e-01, 1.839000e-01
1997, 3, 2.233714e-01, -1.459000e-01, 2.170857e-01, 3.380000e-02
1997, 4, 1.704714e-01, 4.950000e-02, 1.861429e-01, 7.316667e-02
1997, 5, 1.107571e-01, 4.510000e-02, 1.018000e-01, 4.505000e-02
1997, 6, 1.372714e-01, 4.245000e-02, 1.156857e-01, 3.413333e-02
1997, 7, 1.796714e-01, 4.550000e-02, 1.705857e-01, 1.281000e-01
1997, 8, 1.488286e-01, 2.970000e-02, 1.815429e-01, 7.732000e-02
1997, 9, 1.553400e-01, NaN, 1.579000e-01, 4.896667e-02
1997, 10, 2.277000e-01, NaN, 2.670143e-01, NaN
1997, 11, 1.700714e-01, NaN, 1.512429e-01, 8.640000e-02
1997, 12, 2.582143e-01, 1.409000e-01, 2.533286e-01, 1.252500e-01
1997, 13, 2.076143e-01, 1.124500e-01, 2.154000e-01, 1.070000e-01
1997, 14, 1.983167e-01, NaN, 1.916833e-01, 1.230000e-01
1997, 15, 2.164286e-01, 6.020000e-02, 2.027714e-01, 6.982500e-02
1997, 16, 2.085429e-01, 3.307500e-02, 2.354857e-01, 5.155000e-02
1997, 17, 2.024429e-01, 3.880000e-02, 2.222571e-01, 2.300000e-02
1997, 18, 1.991000e-01, -3.500000e-03, 1.928833e-01, 7.333333e-03
1997, 19, 1.650857e-01, -5.970000e-02, 1.324571e-01, 3.310000e-02
1997, 20, 1.175167e-01, 1.019000e-01, 1.297857e-01, 7.470000e-02
1997, 21, 1.590333e-01, 7.980000e-02, 9.873333e-02, 1.065333e-01
1997, 22, 2.090857e-01, 2.350000e-02, 1.450571e-01, 5.535000e-02
1997, 23, 1.841571e-01, 5.570000e-02, 1.623571e-01, 8.895000e-02
1997, 24, 1.477167e-01, 1.197000e-01, 1.914143e-01, 9.040000e-02
1997, 25, 1.710429e-01, 1.080000e-02, 2.157000e-01, 5.426667e-02
1997, 26, 1.302143e-01, 7.490000e-02, 1.368000e-01, 7.762000e-02
1997, 27, 1.940286e-01, 1.012000e-01, 1.983714e-01, 9.026667e-02
1997, 28, 1.354571e-01, 8.830000e-02, 1.118571e-01, 7.483333e-02
1997, 29, 1.573143e-01, -5.620000e-02, 1.659714e-01, 1.120000e-02
1997, 30, 1.646429e-01, -1.562000e-01, 1.496857e-01, NaN
1997, 31, 2.511714e-01, 1.393000e-01, 1.919429e-01, 7.825000e-02
1997, 32, 1.404571e-01, 9.810000e-02, 1.142286e-01, 9.810000e-02
1997, 33, 1.411000e-01, 8.933333e-03, 1.585714e-01, 4.667500e-02
1997, 34, 1.741857e-01, NaN, 1.446000e-01, 1.113500e-01
1997, 35, 1.869714e-01, 6.065000e-02, 2.091857e-01, 8.936667e-02
1997, 36, 2.084000e-01, 1.072000e-01, 1.735571e-01, 1.159667e-01
1997, 37, 1.973143e-01, 3.495000e-02, 1.827714e-01, 8.150000e-02
1997, 38, 1.992286e-01, -4.900000e-02, 1.866286e-01, 1.545000e-02
1997, 39, 1.432143e-01, 1.225800e-01, 1.434143e-01, 9.823333e-02
1997, 40, 2.000571e-01, 1.123000e-01, 1.438857e-01, 1.054000e-01
1997, 41, 9.027143e-02, 1.900000e-03, 9.990000e-02, 9.582500e-02
1997, 42, 2.018667e-01, -1.515000e-02, 2.107333e-01, 8.310000e-02
1997, 43, 3.152429e-01, NaN, 2.916429e-01, 1.966000e-01
1997, 44, 2.978143e-01, NaN, 2.102000e-01, 1.695000e-01
1997, 45, 1.989571e-01, 7.745000e-02, 1.767429e-01, NaN
1997, 46, 1.481429e-01, 6.950000e-02, 1.022714e-01, 1.234500e-01
1997, 47, 2.017857e-01, NaN, 1.477857e-01, -1.026000e-01
1997, 48, 1.749286e-01, 2.192000e-01, 2.117571e-01, 1.606000e-01
1997, 49, 3.493143e-01, 5.680000e-02, 3.120714e-01, 6.610000e-02
1997, 50, 2.314143e-01, NaN, 2.354714e-01, -4.480000e-02
1997, 51, 2.579571e-01, NaN, 2.339000e-01, 1.000000e-04
1997, 52, 2.132111e-01, 6.630000e-02, 2.257889e-01, 7.592500e-02
1998, 1, 1.239857e-01, 4.550000e-02, 8.344286e-02, 4.780000e-02
1998, 2, 2.233714e-01, 5.076667e-02, 1.341571e-01, 3.410000e-02
1998, 3, 2.047143e-01, -1.615000e-02, 1.985714e-01, -8.225000e-03
1998, 4, 2.514571e-01, 1.797000e-01, 1.921000e-01, 3.345000e-02
1998, 5, 1.461143e-01, 1.315500e-01, 1.313571e-01, 4.582500e-02
1998, 6, 1.274857e-01, -4.790000e-02, 9.734286e-02, -5.250000e-02
1998, 7, 1.819000e-01, 1.182500e-01, 1.763143e-01, 5.590000e-02
1998, 8, 2.395714e-01, NaN, 2.387000e-01, 7.540000e-02
1998, 9, 2.433800e-01, 1.545000e-01, 1.549833e-01, 8.490000e-02
1998, 10, 1.728429e-01, 6.366667e-02, 1.622143e-01, 9.633333e-02
1998, 11, 1.391714e-01, NaN, 1.625286e-01, 7.970000e-02
1998, 12, 2.129286e-01, 6.040000e-02, 2.124143e-01, 8.823333e-02
1998, 13, 1.881667e-01, NaN, 1.685000e-01, 7.310000e-02
1998, 14, 1.485333e-01, 6.720000e-02, 1.277429e-01, 2.766667e-02
1998, 15, 9.894286e-02, 4.800000e-02, 1.027714e-01, 6.520000e-02
1998, 16, 1.139714e-01, 3.080000e-02, 1.258571e-01, 7.600000e-02
1998, 17, 1.444857e-01, 6.710000e-02, 1.479571e-01, 9.136667e-02
1998, 18, 2.191857e-01, 1.063000e-01, 2.073286e-01, 4.610000e-02
1998, 19, 1.582429e-01, NaN, 1.198143e-01, 9.693333e-02
1998, 20, 1.317833e-01, NaN, 1.003000e-01, 4.255000e-02
1998, 21, 1.648667e-01, -3.000000e-03, 1.742000e-01, 3.362500e-02
1998, 22, 1.550833e-01, 4.840000e-02, 1.645167e-01, 3.720000e-02
1998, 23, 1.536000e-01, -4.270000e-02, 1.221429e-01, 7.076667e-02
1998, 24, 2.368143e-01, 1.212500e-01, 2.751714e-01, 1.212500e-01
1998, 25, 2.078286e-01, 7.250000e-02, 1.756286e-01, 5.090000e-02
1998, 26, 1.447000e-01, 3.745000e-02, 1.523571e-01, 1.670000e-02
1998, 27, 1.718429e-01, 7.150000e-02, 1.558857e-01, 9.607500e-02
1998, 28, 1.886286e-01, -3.095000e-02, 1.695286e-01, 6.280000e-02
1998, 29, 8.254286e-02, 2.890000e-02, 6.893333e-02, 4.713333e-02
1998, 30, 1.776429e-01, 5.540000e-02, 1.602571e-01, 1.065000e-01
1998, 31, 2.697500e-01, 1.406500e-01, 2.465286e-01, 1.270000e-01
1998, 32, 1.758571e-01, 2.866667e-02, 1.526857e-01, 5.762500e-02
1998, 33, 1.854333e-01, 5.346667e-02, 1.739000e-01, 9.350000e-02
1998, 34, 1.809667e-01, 1.072000e-01, 1.720333e-01, 5.670000e-02
1998, 35, 1.548167e-01, 3.070000e-02, 1.902571e-01, 7.575000e-02
1998, 36, 1.585429e-01, 3.880000e-02, 1.456429e-01, 5.403333e-02
1998, 37, 1.518857e-01, 7.465000e-02, 1.220000e-01, 5.796667e-02
1998, 38, 1.554833e-01, NaN, 1.414800e-01, 4.010000e-02
1998, 39, 2.315857e-01, 5.085000e-02, 2.066857e-01, 4.685000e-02
1998, 40, 1.618857e-01, -2.200000e-03, 1.683143e-01, 3.820000e-02
1998, 41, 1.630571e-01, NaN, 1.492000e-01, -1.900000e-02
1998, 42, 1.864143e-01, NaN, 1.386857e-01, 8.155000e-02
1998, 43, 1.969667e-01, 2.130000e-02, 1.962000e-01, 8.500000e-02
1998, 44, 1.117286e-01, -3.590000e-02, 9.242857e-02, -7.260000e-02
1998, 45, 2.212286e-01, NaN, 1.698000e-01, -2.250000e-03
1998, 46, 1.859167e-01, 3.866667e-03, 9.834286e-02, -5.725000e-02
1998, 47, 2.537429e-01, NaN, 2.166143e-01, NaN
1998, 48, 1.662429e-01, 5.010000e-02, 1.467571e-01, 6.575000e-02
1998, 49, 6.918571e-02, 5.675000e-02, 5.278571e-02, 6.565000e-02
1998, 50, 2.133000e-01, 6.190000e-02, 1.730143e-01, 2.633333e-03
1998, 51, 2.399000e-01, -8.216667e-02, 1.700571e-01, -9.167500e-02
1998, 52, 1.571500e-01, 6.056667e-02, 9.818750e-02, -1.309500e-01
1999, 1, 1.887000e-01, NaN, 1.634167e-01, -8.760000e-02
1999, 2, 1.813833e-01, -1.399000e-01, 1.448429e-01, -3.763333e-02
1999, 3, 1.808000e-01, -6.980000e-02, 1.158429e-01, -3.795000e-02
1999, 4, 1.818429e-01, 5.350000e-02, 1.406143e-01, -1.087500e-01
1999, 5, 2.175000e-01, NaN, 1.739286e-01, 5.145000e-02
1999, 6, 2.283286e-01, 6.690000e-02, 2.092000e-01, NaN
1999, 7, 1.718571e-01, 2.630000e-02, 1.876000e-01, 3.640000e-02
1999, 8, 1.234714e-01, 1.290500e-01, 1.325000e-01, 8.600000e-02
1999, 9, 1.977167e-01, -5.090000e-02, 1.614667e-01, 3.793333e-02
1999, 10, 1.611167e-01, -7.122500e-02, 2.284286e-01, 4.342500e-02
1999, 11, 2.573714e-01, -1.047500e-01, 2.754429e-01, 4.020000e-02
1999, 12, 1.988000e-01, 1.350000e-01, 1.830571e-01, 3.233333e-02
1999, 13, 1.572667e-01, 5.410000e-02, 1.370571e-01, -9.810000e-02
1999, 14, 2.009429e-01, NaN, 2.108429e-01, 7.500000e-04
1999, 15, 1.027857e-01, 3.410000e-02, 9.751429e-02, 3.510000e-02
1999, 16, 1.907857e-01, 8.690000e-02, 1.153857e-01, 3.965000e-02
1999, 17, 1.945833e-01, 7.295000e-02, 1.375000e-01, 2.765000e-02
1999, 18, 1.721429e-01, 6.400000e-02, 1.899429e-01, 4.806667e-02
1999, 19, 8.040000e-02, NaN, 8.112000e-02, 5.780000e-02
1999, 20, 1.944714e-01, NaN, 1.691571e-01, 9.066667e-02
1999, 21, 1.826429e-01, NaN, 1.713286e-01, 7.380000e-02
1999, 22, 1.208833e-01, 4.023333e-02, 9.056667e-02, -1.270000e-02
1999, 23, 7.223333e-02, 4.990000e-02, 8.013333e-02, 4.990000e-02
1999, 24, 1.184833e-01, NaN, 9.545000e-02, 6.756667e-02
1999, 25, 7.550000e-02, NaN, 1.368500e-01, 1.375000e-02
1999, 26, 1.645714e-01, NaN, 1.307143e-01, 6.300000e-02
1999, 27, 1.838571e-01, 9.746667e-02, 1.788857e-01, 8.616667e-02
1999, 28, 1.345667e-01, 5.450000e-02, 9.766000e-02, 6.742500e-02
1999, 29, 2.071143e-01, 1.169000e-01, 1.935286e-01, 4.940000e-02
1999, 30, 2.987143e-01, 1.010000e-02, 1.783571e-01, 8.900000e-02
1999, 31, 1.632429e-01, -7.305000e-02, 1.692429e-01, 2.022500e-02
1999, 32, 2.125714e-01, NaN, 1.689143e-01, 1.139500e-01
1999, 33, 1.973000e-01, 1.015000e-02, 1.710857e-01, 6.870000e-02
1999, 34, 1.689000e-01, -1.465000e-02, 1.532571e-01, 3.655000e-02
1999, 35, 2.106571e-01, NaN, 1.876000e-01, -3.310000e-02
1999, 36, 8.970000e-02, 8.700000e-02, 9.880000e-02, 6.035000e-02
1999, 37, 1.585833e-01, -1.210000e-02, 1.250857e-01, 6.747500e-02
1999, 38, 1.360286e-01, 8.305000e-02, 1.046286e-01, 6.535000e-02
1999, 39, 1.699833e-01, 5.016667e-02, 1.612833e-01, 3.946667e-02
1999, 40, 2.102286e-01, 1.322000e-01, 1.405857e-01, 1.383333e-02
1999, 41, 9.071667e-02, -8.640000e-02, 5.796667e-02, 1.268500e-01
1999, 42, 3.600000e-02, NaN, 3.747500e-02, -3.680000e-02
1999, 43, 1.754833e-01, NaN, 7.245714e-02, 9.325000e-03
1999, 44, 1.734571e-01, 6.275000e-02, 1.658833e-01, 1.034000e-01
1999, 45, 8.925000e-02, 1.235000e-01, 8.956667e-02, 9.557500e-02
1999, 46, 5.148000e-02, -4.540000e-02, 3.943333e-02, 7.470000e-02
1999, 47, 1.077000e-01, 5.000000e-04, 8.874000e-02, 7.120000e-02
1999, 48, 1.132333e-01, 1.536000e-01, 9.898571e-02, 1.047750e-01
1999, 49, 2.564667e-01, NaN, 2.146000e-01, 8.810000e-02
1999, 50, 1.300286e-01, 1.055800e-01, 7.642857e-02, 7.807500e-02
1999, 51, 1.088714e-01, 1.088000e-01, 9.908571e-02, 1.270500e-01
1999, 52, 1.990000e-01, 1.628000e-01, 1.265125e-01, 7.126667e-02
2000, 1, 1.398833e-01, 2.063500e-01, 9.583333e-02, 1.613000e-01
2000, 2, 2.466857e-01, 3.370000e-01, 1.686286e-01, 3.078500e-01
2000, 3, 3.262714e-01, 3.530000e-01, 2.914286e-01, 3.073000e-01
2000, 4, 3.297500e-01, 3.419000e-01, 3.814200e-01, 2.280000e-01
2000, 5, 2.389333e-01, 2.945500e-01, 1.607000e-01, 2.239000e-01
2000, 6, 2.147429e-01, NaN, 1.499286e-01, 1.061000e-01
2000, 7, 1.632714e-01, 1.931667e-01, 8.688571e-02, 1.731400e-01
2000, 8, 1.507571e-01, NaN, 1.469167e-01, 2.075000e-01
2000, 9, 2.178000e-01, 1.702500e-01, 1.580429e-01, 1.962000e-01
2000, 10, 1.634800e-01, 3.779000e-01, 1.562286e-01, 2.200000e-01
2000, 11, 1.591000e-01, 2.311000e-01, 8.730000e-02, 2.308750e-01
2000, 12, 2.298571e-01, 2.204000e-01, 1.853000e-01, 1.969000e-01
2000, 13, 2.579500e-01, NaN, 2.118429e-01, 1.460667e-01
2000, 14, 1.806286e-01, 2.050333e-01, 2.042857e-01, 4.636667e-02
2000, 15, 1.650857e-01, 7.435000e-02, 1.372286e-01, 1.025750e-01
2000, 16, 8.985000e-02, -2.870000e-01, 7.655714e-02, 7.670000e-02
2000, 17, 2.154143e-01, 1.544000e-01, 1.837429e-01, 1.327500e-01
2000, 18, 1.250143e-01, 1.302000e-01, 1.334571e-01, 1.127000e-01
2000, 19, 1.490857e-01, NaN, 1.343857e-01, 9.815000e-02
2000, 20, 1.752833e-01, 8.650000e-02, 1.601286e-01, 8.775000e-02
2000, 21, 1.839857e-01, 1.882000e-01, 1.126714e-01, 1.144000e-01
2000, 22, 2.022600e-01, 8.490000e-02, 1.301571e-01, 1.187600e-01
2000, 23, 1.687286e-01, 1.459000e-01, 1.188429e-01, 1.381750e-01
2000, 24, 2.046833e-01, 1.097000e-01, 1.521833e-01, 9.020000e-02
2000, 25, 2.898000e-01, 1.431000e-01, 2.421286e-01, 1.623333e-01
2000, 26, 1.740429e-01, 1.104500e-01, 1.527333e-01, 1.341000e-01
2000, 27, 1.071000e-01, 8.120000e-02, 6.248333e-02, 7.275000e-02
2000, 28, 2.847857e-01, 1.718500e-01, 2.321714e-01, 1.768500e-01
2000, 29, 2.902000e-01, 2.230500e-01, 2.455143e-01, 1.896500e-01
2000, 30, 2.619143e-01, 1.667000e-01, 2.189714e-01, 3.276000e-01
2000, 31, 1.268400e-01, 1.302500e-01, 1.106000e-01, 1.474000e-01
2000, 32, 2.751571e-01, 1.441500e-01, 2.257571e-01, 1.204667e-01
2000, 33, 2.522000e-01, 1.764500e-01, 2.054571e-01, 1.304000e-01
2000, 34, 1.988667e-01, 2.156667e-01, 1.828714e-01, 1.542333e-01
2000, 35, 2.776000e-01, NaN, 1.937857e-01, 2.435000e-01
2000, 36, 2.533667e-01, 1.591000e-01, 2.112500e-01, 8.360000e-02
2000, 37, 2.971857e-01, 5.770000e-02, 2.543429e-01, 1.507000e-01
2000, 38, 1.702800e-01, 1.961000e-01, 2.099500e-01, 1.446667e-01
2000, 39, 1.035800e-01, NaN, 1.369667e-01, 1.337000e-01
2000, 40, 3.692714e-01, 2.539750e-01, 2.687429e-01, 1.629500e-01
2000, 41, 3.931286e-01, 3.800000e-01, 2.710500e-01, 2.606500e-01
2000, 42, 2.096857e-01, 1.003500e-01, 8.204286e-02, 8.950000e-02
2000, 43, 1.488800e-01, 1.535000e-01, 9.152500e-02, 2.298000e-01
2000, 44, 1.864333e-01, 1.901500e-01, 1.104333e-01, 1.680000e-01
2000, 45, 1.561000e-01, 1.105667e-01, 4.188571e-02, 2.670000e-02
2000, 46, 1.572000e-01, 9.790000e-02, 6.461429e-02, 1.200000e-02
2000, 47, 2.099000e-01, NaN, 9.903333e-02, 3.230000e-02
2000, 48, 1.959000e-01, 1.201500e-01, 1.356667e-01, 1.364800e-01
2000, 49, 1.176333e-01, 1.187500e-01, 4.611667e-02, 8.060000e-02
2000, 50, 1.021000e-01, 4.400000e-03, -2.248571e-02, 8.713333e-02
2000, 51, 4.460000e-02, 6.320000e-02, -6.345714e-02, 4.675000e-02
2000, 52, 1.682000e-01, -1.336000e-01, 8.631111e-02, -6.122500e-02
2001, 1, 2.108143e-01, 4.833333e-03, 2.024143e-01, 6.633333e-03
2001, 2, 2.041000e-01, 9.436667e-02, 1.646833e-01, 9.580000e-02
2001, 3, 1.858500e-01, NaN, 1.796857e-01, 2.165000e-02
2001, 4, 2.184714e-01, 4.110000e-02, 2.287714e-01, 5.140000e-02
2001, 5, 2.434714e-01, 9.150000e-03, 2.032571e-01, 4.122500e-02
2001, 6, 1.645000e-01, NaN, 1.619714e-01, -5.600000e-03
2001, 7, 1.603000e-01, -4.485000e-02, 1.674286e-01, 5.600000e-03
2001, 8, 2.280714e-01, 2.170333e-01, 2.104571e-01, 1.452333e-01
2001, 9, 3.375000e-01, 4.462667e-01, 2.732833e-01, 3.123000e-01
2001, 10, 2.764286e-01, 2.485000e-01, 2.567143e-01, 2.544500e-01
